place	year	type	number
TCDV	93	small	611
SLDV	103	small	522
KSDV	96	insurance	24
CHDV	89	summary	195
PCDV	97	small	254
TNDV	100	small	281
TNDV	98	small	1149
TYDV	100	small	211
SCDV	104	small	92
TCDV	97	small	729
TYDV	102	insurance	55
PCDV	101	small	893
NTDV	98	small	617
TYDV	103	small	475
CHDV	102	small	49
NTDV	104	small	26
TPDV	91	insurance	12
TCDV	90	small	118
TPDV	92	insurance	4
TPDV	103	small	1597
TCDV	102	small	740
KSDV	99	summary	2460
TNDV	101	small	217
TCDV	94	small	338
TCDV	94	small	243
TCDV	99	small	261
SCDV	96	small	47
TCDV	93	small	377
TNDV	100	small	644
TPDV	95	small	2462
SLDV	96	small	1339
CYDV	96	small	154
CYDV	103	small	469
TCDV	94	small	1169
KSDV	102	small	1420
PTDV	91	small	126
SLDV	93	insurance	38
TCDV	89	small	1530
KSDV	100	insurance	12
HLDV	96	small	1036
KSDV	101	small	450
TCDV	93	small	1071
TCDV	92	small	67
SCDV	91	small	135
KSDV	90	insurance	39
TYDV	92	small	343
CHDV	98	small	274
KLDV	96	small	370
TNDV	97	suit	36
TYDV	95	small	1194
TPDV	100	small	1081
KSDV	97	small	497
SLDV	96	small	2489
PCDV	103	small	3114
SCDV	102	small	13
SLDV	99	small	1264
CHDV	99	insurance	42
KSDV	95	insurance	71
TYDV	94	summary	103
NTDV	101	small	240
TYDV	103	insurance	161
KSDV	96	insurance	7
SLDV	103	small	494
SLDV	95	small	1058
ULDV	103	small	81
TYDV	93	insurance	12
CHDV	102	small	314
TCDV	91	small	343
TYDV	101	insurance	59
SCDV	100	small	254
TCDV	89	small	1816
TCDV	97	small	4259
SCDV	94	small	141
SLDV	94	small	622
TYDV	103	insurance	131
KLDV	101	small	1257
TTDV	97	small	286
TPDV	95	small	960
KSDV	102	small	1674
SLDV	100	small	979
TYDV	99	small	968
TPDV	98	small	1000
TCDV	90	summary	703
KSDV	92	suit	3408
PCDV	103	small	1240
TPDV	98	small	639
TCDV	98	small	541
CHDV	97	insurance	5
TNDV	99	small	44
SLDV	95	summary	194
KSDV	94	small	1154
PCDV	96	suit	295
TCDV	92	small	2427
TNDV	100	summary	15
TNDV	93	summary	297
TNDV	103	small	929
PCDV	102	small	2882
NTDV	95	small	1481
SCDV	96	small	122
TPDV	100	small	2467
TCDV	99	small	707
TCDV	94	summary	2516
TCDV	92	small	1397
NTDV	101	small	229
HLDV	94	small	101
TCDV	95	small	4150
TYDV	92	small	705
SLDV	100	small	687
TYDV	92	small	553
KSDV	102	small	923
KSDV	99	small	2010
SLDV	99	small	88
SCDV	94	small	139
TTDV	102	small	31
TNDV	97	summary	1448
CHDV	90	small	137
PCDV	99	small	2261
TPDV	93	insurance	29
CHDV	96	small	631
KSDV	104	small	363
KLDV	103	small	1919
SCDV	102	small	47
TYDV	102	insurance	119
PTDV	95	small	453
TCDV	102	small	1706
SCDV	102	small	65
SCDV	92	small	134
PCDV	102	small	1507
CHDV	100	small	415
CHDV	91	small	69
SCDV	101	small	89
CHDV	103	small	433
TCDV	102	small	3003
SCDV	103	small	7
KSDV	89	small	2244
SLDV	95	small	2057
TYDV	103	small	299
TYDV	99	small	747
TPDV	99	small	1683
TPDV	102	small	2169
PCDV	100	small	1338
SLDV	101	small	524
TCDV	96	small	1331
TPDV	98	small	979
SCDV	103	small	185
NTDV	104	summary	103
TCDV	101	small	325
KSDV	90	small	2351
PCDV	100	small	1001
TCDV	103	small	108
SCDV	103	small	444
KSDV	99	small	208
KSDV	103	small	1111
PCDV	102	small	1531
TYDV	92	insurance	18
TPDV	102	small	2518
TPDV	94	small	1099
TCDV	93	small	3125
TYDV	100	insurance	45
TYDV	90	small	614
KSDV	91	small	1236
TYDV	94	summary	627
SCDV	90	small	347
TPDV	92	insurance	36
CHDV	98	small	245
KLDV	103	small	1932
ILDV	95	small	174
KSDV	96	insurance	2
PCDV	99	small	617
SLDV	104	small	71
TPDV	92	insurance	42
TTDV	103	small	99
TPDV	99	small	1057
TPDV	98	small	320
CYDV	90	small	120
TCDV	90	small	152
TYDV	103	insurance	136
SCDV	91	small	184
TCDV	93	small	2377
TCDV	103	small	133
CYDV	103	small	171
SLDV	102	small	894
KSDV	89	small	777
SLDV	94	small	1400
SCDV	103	small	6
PCDV	102	small	1642
SLDV	100	small	111
TNDV	103	small	435
PCDV	93	insurance	19
TPDV	96	small	657
KSDV	93	insurance	20
CHDV	95	summary	110
TPDV	95	small	469
PCDV	95	small	444
TCDV	90	small	87
TYDV	91	small	807
SCDV	94	small	318
TNDV	104	small	179
SCDV	103	small	267
KLDV	102	small	2319
SLDV	95	small	873
TPDV	103	small	1966
SLDV	97	small	1527
TPDV	93	small	2591
TPDV	101	small	1704
KSDV	104	small	29
CHDV	102	small	288
TPDV	98	small	888
SCDV	90	small	14
SLDV	95	small	2018
CYDV	102	small	385
SLDV	103	small	1243
PTDV	103	small	336
SCDV	95	small	77
KSDV	102	small	2982
ULDV	103	small	74
TCDV	91	small	1741
TCDV	103	small	173
TYDV	94	insurance	14
TPDV	97	small	3723
CYDV	90	small	309
CHDV	101	small	68
SCDV	95	small	8
TCDV	92	small	657
SLDV	95	small	3341
MLDV	96	small	1180
SCDV	97	small	177
PCDV	103	summary	600
PCDV	94	small	1805
CYDV	90	small	54
KSDV	103	small	363
TYDV	90	small	36
TYDV	104	insurance	14
CHDV	102	small	396
TCDV	94	summary	288
PCDV	98	small	2179
TCDV	100	small	478
SLDV	95	small	1397
SCDV	90	small	22
KSDV	100	insurance	3
KSDV	92	insurance	27
SLDV	101	small	368
TPDV	99	small	840
TPDV	95	small	332
TPDV	103	small	20
SCDV	98	small	63
SCDV	95	small	558
SCDV	104	small	22
TCDV	104	small	3
SCDV	94	small	310
KSDV	102	small	3160
TNDV	98	small	1693
TCDV	95	small	52
SCDV	97	small	477
TPDV	102	small	2485
PCDV	92	insurance	21
TPDV	102	small	63
TYDV	103	insurance	101
PCDV	96	small	728
SCDV	94	small	175
SLDV	100	small	1440
TPDV	93	insurance	28
TPDV	98	small	3355
TYDV	90	summary	321
TCDV	94	small	3791
TCDV	93	small	1997
SLDV	98	small	822
MLDV	101	small	195
PCDV	103	small	1708
CYDV	103	small	205
CYDV	90	small	561
KSDV	102	suit	1
TPDV	95	small	109
SLDV	100	small	1324
SCDV	100	small	128
CYDV	90	small	573
SLDV	104	small	188
NTDV	104	small	1
SCDV	103	small	415
TNDV	93	small	224
TPDV	91	insurance	73
TYDV	96	small	2382
TPDV	102	small	1093
KSDV	97	suit	1727
CYDV	92	small	439
SLDV	101	small	1226
TNDV	93	small	1487
SLDV	99	small	428
KLDV	102	small	614
TPDV	103	small	1678
MLDV	100	small	371
CHDV	103	small	536
TPDV	95	small	3647
TNDV	95	small	1350
MLDV	103	small	437
PTDV	90	small	272
TCDV	92	small	2118
SCDV	102	small	2
NTDV	100	small	104
CYDV	92	small	643
TPDV	98	small	2829
TCDV	91	small	752
KLDV	91	insurance	1
SCDV	96	small	298
SLDV	103	small	474
TCDV	90	small	470
TCDV	95	small	827
SCDV	104	small	62
TYDV	94	insurance	9
TCDV	93	summary	2845
TPDV	104	small	580
PCDV	100	suit	1750
CYDV	100	small	503
TYDV	100	small	1084
TPDV	101	small	1373
TNDV	94	small	664
TYDV	103	small	1135
SCDV	103	small	14
ILDV	96	small	820
HLDV	94	summary	190
TPDV	103	small	2270
CHDV	97	insurance	6
PTDV	102	small	115
TPDV	101	small	794
CHDV	104	small	1
SLDV	100	small	253
PCDV	100	small	686
TPDV	96	small	1834
TPDV	100	small	898
PCDV	103	small	292
CHDV	98	small	346
TCDV	99	small	2464
TCDV	92	small	742
PTDV	100	small	88
TNDV	103	small	748
TPDV	102	small	904
TPDV	93	insurance	7
TYDV	102	small	1065
CYDV	103	small	28
TCDV	101	small	304
ILDV	97	small	460
TPDV	90	insurance	74
KSDV	97	insurance	47
TYDV	93	small	772
TCDV	101	summary	1010
SLDV	101	small	36
ILDV	100	small	196
SLDV	104	small	189
PCDV	101	small	782
KLDV	95	small	1046
KLDV	95	suit	137
TNDV	101	summary	514
TPDV	100	summary	6345
PTDV	96	summary	532
TCDV	101	small	715
KLDV	95	summary	25
TPDV	103	small	1898
CYDV	103	small	462
TNDV	94	small	947
TYDV	97	insurance	64
SCDV	89	small	65
SLDV	93	insurance	16
TYDV	103	insurance	14
TCDV	91	small	51
TPDV	102	small	1066
TPDV	103	small	533
ILDV	102	small	174
SCDV	97	small	572
ULDV	91	small	71
TPDV	103	small	106
TPDV	91	small	19
TCDV	92	small	1066
ILDV	91	small	13
TYDV	91	small	704
SCDV	96	small	294
TCDV	92	small	593
PCDV	103	small	2177
SLDV	101	small	238
TCDV	100	small	2655
NTDV	99	small	226
KSDV	90	small	886
CYDV	97	small	635
KSDV	89	small	2208
SLDV	101	small	686
TPDV	90	insurance	113
TNDV	99	small	1000
TYDV	97	insurance	58
MLDV	93	small	544
TNDV	104	small	134
TYDV	93	insurance	29
NTDV	97	summary	216
TNDV	101	small	862
SCDV	101	small	299
TCDV	103	small	1277
KSDV	92	small	1283
TCDV	102	small	843
SCDV	103	small	163
CHDV	89	insurance	28
TCDV	99	small	1035
KSDV	96	insurance	9
CYDV	103	small	9
TYDV	102	insurance	128
TPDV	100	small	812
TYDV	92	small	238
SCDV	95	small	458
ULDV	90	small	72
SCDV	92	small	383
CYDV	103	summary	72
NTDV	94	small	500
TPDV	103	small	418
NTDV	94	small	31
TYDV	100	summary	642
CHDV	101	small	110
TCDV	91	small	458
TNDV	102	summary	517
TYDV	101	small	795
SCDV	97	small	212
TNDV	101	summary	262
PCDV	97	small	1498
SCDV	93	small	108
TYDV	94	small	13
CHDV	95	insurance	12
TCDV	96	small	6885
PTDV	103	small	162
TNDV	103	small	137
SCDV	93	small	146
TPDV	91	small	1735
KSDV	102	small	2661
SLDV	99	small	427
TPDV	96	small	763
SLDV	101	small	508
SCDV	104	small	37
PTDV	103	small	29
ILDV	99	small	277
TCDV	101	small	211
KSDV	96	insurance	59
TPDV	92	small	965
TCDV	94	small	1232
TNDV	101	small	973
TPDV	96	small	203
HLDV	100	small	216
CYDV	102	small	332
HLDV	95	small	531
SCDV	92	small	65
TCDV	102	summary	3136
PTDV	101	suit	109
TCDV	92	small	305
MLDV	100	small	476
TPDV	94	small	1898
CYDV	100	summary	183
KSDV	101	small	909
KSDV	91	insurance	23
SCDV	103	small	49
TCDV	93	small	2562
SLDV	101	summary	904
TCDV	99	small	492
SLDV	100	small	1158
SLDV	96	small	1107
TPDV	100	small	2406
SCDV	95	small	99
MLDV	95	summary	35
PCDV	103	small	96
TCDV	95	small	543
KSDV	90	small	762
TCDV	94	small	888
SLDV	92	small	1631
TCDV	91	small	362
SLDV	103	small	412
TYDV	91	small	866
TPDV	97	small	2919
CHDV	97	insurance	6
KSDV	103	small	1704
TYDV	95	small	578
TCDV	97	small	2601
TNDV	103	small	249
TCDV	92	small	72
SLDV	100	small	740
SCDV	98	small	34
CHDV	98	small	129
SCDV	104	summary	54
SCDV	102	small	192
SCDV	103	small	158
TNDV	96	small	3359
PCDV	103	small	2006
TCDV	96	small	6930
KLDV	91	small	36
TTDV	90	small	65
TYDV	103	insurance	152
SCDV	93	small	316
KSDV	100	summary	320
TCDV	102	small	1995
TCDV	102	small	352
CHDV	103	summary	307
CHDV	97	small	26
TPDV	103	small	1478
CYDV	90	small	461
TCDV	99	small	2244
TPDV	104	small	305
TNDV	98	summary	184
NTDV	97	small	897
KSDV	102	small	2926
TPDV	101	small	2661
TPDV	104	small	148
TNDV	91	small	439
CYDV	103	small	3
TPDV	101	small	100
TCDV	99	small	2278
TNDV	90	summary	857
CYDV	102	small	597
TCDV	93	small	2582
TCDV	92	small	1069
TNDV	96	small	701
PCDV	101	summary	826
TCDV	98	small	3278
PCDV	104	small	182
PTDV	99	small	516
TCDV	100	small	2847
PCDV	92	small	3228
TPDV	100	small	1327
PCDV	101	small	275
KSDV	93	small	1144
SLDV	98	small	363
SCDV	102	small	218
TPDV	99	small	3035
TYDV	92	small	631
TYDV	97	small	2282
MLDV	100	small	354
KSDV	102	small	2580
TYDV	103	suit	364
PTDV	101	summary	276
SLDV	96	small	360
CHDV	91	small	61
TNDV	104	small	322
KSDV	103	small	2714
KSDV	101	small	1323
TCDV	103	small	321
ILDV	96	small	274
PTDV	92	small	203
TPDV	89	small	1955
TPDV	103	small	698
SLDV	102	summary	148
TCDV	95	small	587
SCDV	96	summary	318
TPDV	103	small	828
KSDV	92	small	4367
TCDV	100	small	2889
PTDV	101	summary	287
SCDV	97	small	283
SCDV	96	small	363
KSDV	103	small	99
KLDV	90	insurance	9
TCDV	102	small	189
KSDV	94	summary	156
ILDV	96	small	96
TYDV	91	small	139
TCDV	91	small	112
NTDV	96	summary	159
SCDV	97	small	199
SLDV	100	small	189
HLDV	99	small	60
ILDV	96	insurance	2
KLDV	101	small	975
TCDV	95	summary	1089
TNDV	99	small	519
ULDV	94	small	170
ULDV	97	small	275
PCDV	102	small	1553
TYDV	92	insurance	16
TCDV	97	small	567
SCDV	103	small	223
TNDV	98	summary	293
KSDV	93	summary	586
PCDV	101	small	1266
TPDV	99	small	448
SCDV	96	small	75
SCDV	99	small	378
CHDV	96	small	289
TPDV	95	small	3550
TCDV	100	small	2246
TCDV	98	small	47
TNDV	99	small	151
SLDV	97	small	978
TNDV	95	small	333
TTDV	97	small	287
CHDV	103	summary	454
TPDV	101	small	2297
SCDV	94	summary	189
TCDV	95	small	695
SCDV	94	small	88
SCDV	104	small	72
PCDV	103	small	1153
CHDV	103	small	41
TPDV	95	small	2250
SCDV	101	small	159
TYDV	102	insurance	8
TTDV	99	small	130
TPDV	100	small	1209
TCDV	101	small	357
KSDV	97	small	2486
MLDV	91	summary	685
TPDV	96	small	2940
TNDV	103	small	1148
ILDV	94	small	169
PCDV	95	small	2065
PCDV	95	small	1545
TYDV	103	small	593
KLDV	94	small	1029
HLDV	103	small	111
ULDV	96	small	187
TCDV	91	small	1928
TCDV	91	small	1932
KSDV	92	small	3428
TPDV	102	small	2938
TCDV	102	small	1330
CYDV	95	summary	372
PTDV	101	small	326
PCDV	102	summary	1033
TPDV	104	small	110
SLDV	97	small	2332
CYDV	97	suit	593
MLDV	98	summary	85
SCDV	93	summary	173
PCDV	90	suit	908
ILDV	102	small	9
KLDV	100	small	696
MLDV	103	small	469
SLDV	102	small	455
SLDV	100	small	299
TNDV	101	small	465
TPDV	103	small	2818
SCDV	103	small	38
ULDV	100	small	54
PCDV	103	small	901
PCDV	103	summary	858
SLDV	103	small	371
TCDV	89	small	1692
SCDV	96	summary	62
KLDV	101	small	522
HLDV	97	summary	93
TPDV	102	small	2267
TPDV	100	small	646
SCDV	99	small	105
TPDV	96	small	1174
TYDV	91	small	180
TCDV	99	summary	357
CYDV	99	small	97
TPDV	93	small	12
KSDV	101	small	657
TCDV	98	summary	2
KLDV	90	insurance	1
PCDV	103	small	194
PCDV	104	small	67
TPDV	97	small	3655
CYDV	103	small	135
TNDV	95	small	225
SLDV	100	small	1332
TPDV	104	small	361
TPDV	102	small	2108
SLDV	91	suit	155
SCDV	103	small	248
KSDV	91	small	880
ILDV	103	small	173
TYDV	101	small	226
HLDV	91	small	26
TPDV	96	small	658
CHDV	97	insurance	15
TPDV	100	small	336
TYDV	96	insurance	9
KSDV	95	small	3425
TCDV	92	small	1444
TPDV	101	small	2448
TNDV	98	summary	71
SLDV	96	small	1609
TCDV	90	small	929
SCDV	97	small	136
TYDV	95	summary	2010
PCDV	95	summary	313
CYDV	95	summary	801
PCDV	102	small	2782
CHDV	100	small	113
SCDV	95	small	217
TPDV	102	small	564
TPDV	102	suit	1786
NTDV	98	summary	189
TCDV	101	small	2140
MLDV	96	small	1193
TTDV	103	small	5
PCDV	104	small	514
ULDV	101	small	118
TNDV	98	small	758
KSDV	91	small	83
TYDV	93	insurance	4
SCDV	97	small	282
TYDV	93	small	848
PCDV	100	small	884
TCDV	93	small	1405
TNDV	102	small	639
KSDV	99	small	384
SLDV	104	small	159
TCDV	103	small	3530
TPDV	91	small	941
TCDV	95	small	2432
TCDV	90	small	593
SCDV	97	small	29
TTDV	100	summary	59
TPDV	100	small	51
TNDV	91	small	196
TPDV	102	summary	1004
SCDV	95	small	225
KSDV	104	summary	34
TPDV	94	small	997
TCDV	96	summary	147
KSDV	98	insurance	4
SLDV	100	small	258
TCDV	93	small	316
ILDV	102	small	212
KSDV	95	summary	2554
SCDV	99	small	342
TCDV	98	small	186
SLDV	103	small	1519
TPDV	103	small	1130
TNDV	103	small	115
KSDV	102	small	282
KSDV	103	small	1053
TPDV	99	small	389
TCDV	99	small	167
SCDV	94	summary	350
SLDV	104	small	494
TCDV	94	small	373
CHDV	97	summary	301
CYDV	91	small	140
TYDV	93	small	959
CHDV	103	small	459
TCDV	93	small	784
KSDV	100	small	913
PCDV	99	small	2256
MLDV	103	small	40
KSDV	104	small	183
TPDV	92	small	12
CHDV	100	small	412
CYDV	102	summary	570
ILDV	103	small	150
PTDV	101	small	365
TCDV	98	small	3307
TCDV	96	small	2217
TCDV	102	small	169
PCDV	103	small	1302
PCDV	103	summary	1047
TPDV	103	small	1130
TPDV	101	small	984
NTDV	100	small	214
TYDV	103	insurance	169
MLDV	101	small	194
KSDV	102	summary	10
CHDV	98	small	320
KSDV	101	small	978
CYDV	102	small	157
CYDV	100	small	322
CYDV	92	summary	41
ILDV	102	summary	111
PCDV	101	summary	141
CYDV	102	summary	500
CYDV	98	small	761
CYDV	103	summary	36
TYDV	96	insurance	28
TCDV	90	small	461
TCDV	97	small	3136
SLDV	99	small	1215
TYDV	96	insurance	19
TPDV	102	small	522
TPDV	100	small	241
TCDV	97	small	1212
CHDV	97	summary	36
TYDV	96	insurance	72
PCDV	99	small	979
TYDV	103	small	358
SCDV	92	summary	233
TNDV	103	summary	386
TCDV	102	small	1997
CHDV	100	small	342
KSDV	103	small	432
KSDV	99	small	1065
TCDV	102	small	1951
NTDV	95	summary	181
KSDV	98	insurance	29
KLDV	103	small	491
TCDV	103	small	2915
TNDV	99	small	471
SLDV	99	summary	451
TCDV	104	small	47
KSDV	102	small	546
KSDV	103	small	2298
CYDV	99	small	407
CHDV	100	small	11
TCDV	95	small	907
TCDV	103	summary	199
PCDV	101	summary	978
PCDV	103	small	992
TPDV	97	small	4342
TPDV	100	insurance	1
TPDV	103	small	264
SLDV	97	small	392
TPDV	97	small	201
TPDV	99	small	833
SLDV	94	small	641
TPDV	102	small	915
TNDV	104	small	16
TPDV	97	small	29
TPDV	91	small	977
PCDV	95	small	3394
KSDV	104	small	12
TPDV	91	small	1400
KSDV	99	small	64
TPDV	103	small	262
ULDV	94	small	180
SLDV	95	small	2
SLDV	103	summary	787
TPDV	94	small	531
TPDV	98	small	1686
PCDV	101	small	2398
TPDV	94	small	1498
TPDV	103	small	2856
PCDV	103	small	729
TPDV	98	small	3480
TPDV	93	small	2261
KSDV	90	summary	3120
TPDV	95	small	18
PCDV	100	small	1690
TCDV	99	small	3354
TPDV	101	small	2105
TPDV	94	small	2213
TCDV	91	summary	3754
PCDV	99	small	772
KSDV	90	summary	3614
TCDV	94	small	3643
TCDV	102	small	2533
TPDV	99	small	2022
TCDV	96	small	2762
TNDV	102	small	450
TCDV	91	small	298
TYDV	91	summary	76
SLDV	94	small	87
TCDV	93	small	379
PCDV	99	summary	344
PCDV	91	small	322
TPDV	98	small	1912
TPDV	95	small	1906
TPDV	103	summary	1152
TPDV	100	small	623
TPDV	91	small	170
SLDV	100	small	748
TPDV	101	small	843
TPDV	95	small	497
TPDV	99	small	772
KSDV	89	small	185
TPDV	89	suit	1207
TPDV	94	small	1855
SLDV	101	small	350
TPDV	102	small	2632
TPDV	94	small	1213
PCDV	104	small	353
SLDV	95	suit	691
TYDV	94	suit	63
TNDV	102	small	362
TCDV	90	small	162
TPDV	99	small	735
PCDV	99	suit	869
TYDV	102	summary	817
PCDV	98	small	270
KLDV	94	summary	399
SLDV	99	small	540
TYDV	91	small	555
KSDV	96	small	756
TPDV	102	small	1074
TPDV	93	small	134
KLDV	100	small	84
SLDV	97	small	2316
TPDV	97	small	3724
PCDV	101	small	2544
TCDV	98	summary	3557
ULDV	92	small	45
TPDV	102	small	146
TPDV	92	small	867
TPDV	92	small	152
TPDV	90	small	205
PCDV	94	small	1006
KSDV	103	small	946
TNDV	104	small	34
KLDV	92	small	382
SLDV	95	small	2060
TPDV	92	small	116
PCDV	99	suit	299
TCDV	103	small	62
KSDV	102	small	858
TPDV	103	small	3075
TPDV	94	small	952
KLDV	95	small	1800
TPDV	103	small	1127
TNDV	104	small	114
KSDV	96	insurance	12
TTDV	95	small	308
SLDV	100	small	478
ILDV	99	small	264
TPDV	103	small	1022
ILDV	103	small	68
TPDV	99	small	1571
KLDV	103	small	1161
PCDV	99	small	1712
TPDV	99	small	1584
ILDV	97	small	376
TCDV	98	small	2432
SCDV	89	summary	480
TCDV	104	small	253
SLDV	103	small	141
TPDV	100	small	966
SLDV	104	small	223
KSDV	103	small	2630
PTDV	92	small	201
SLDV	102	small	216
KSDV	92	insurance	63
TPDV	95	small	782
TCDV	96	small	6015
TPDV	104	small	438
HLDV	90	suit	172
TPDV	95	small	5300
TCDV	93	small	1998
TPDV	97	small	345
PTDV	95	small	174
SLDV	94	small	1035
TCDV	101	summary	260
TCDV	102	small	72
PCDV	101	suit	576
KSDV	98	summary	943
SLDV	99	small	1049
SLDV	99	small	1771
PCDV	103	small	725
NTDV	91	small	1
KLDV	102	suit	85
TPDV	99	small	1627
SLDV	102	small	89
TYDV	102	small	659
ULDV	91	suit	97
HLDV	95	summary	127
TYDV	90	suit	389
TPDV	97	summary	15436
TCDV	91	small	252
PCDV	96	small	856
SLDV	95	suit	42
SLDV	99	small	448
TYDV	100	summary	1165
TCDV	96	small	4977
TCDV	91	summary	497
TPDV	93	small	2455
KSDV	99	small	2557
SLDV	103	summary	594
TPDV	101	small	2359
SLDV	103	small	754
TPDV	96	small	5505
KSDV	91	suit	3410
TCDV	104	summary	258
TYDV	99	small	479
TPDV	95	small	2112
TPDV	104	small	254
SLDV	100	small	271
TYDV	103	insurance	21
SCDV	97	small	99
PCDV	100	small	74
SLDV	102	small	890
CHDV	95	insurance	17
TCDV	92	small	47
KLDV	91	small	49
TPDV	102	small	2486
TPDV	102	small	630
CHDV	104	small	98
PCDV	104	small	418
PCDV	92	insurance	29
TCDV	103	small	416
TPDV	100	small	760
SLDV	102	small	837
TPDV	92	insurance	23
PCDV	90	insurance	12
PTDV	95	small	481
TCDV	90	small	84
PCDV	101	small	1497
TCDV	97	small	2225
TCDV	95	small	207
SLDV	92	insurance	21
TCDV	94	small	404
TPDV	103	small	585
TCDV	103	small	2312
PCDV	103	small	614
SLDV	94	small	1872
TPDV	103	small	191
KLDV	96	small	4239
SLDV	95	small	2071
TPDV	98	small	72
TCDV	89	small	1657
TCDV	93	small	3070
CYDV	101	small	104
SLDV	102	small	1
TPDV	101	small	2377
SCDV	94	small	471
TPDV	94	small	1850
TCDV	102	small	52
TPDV	102	small	2577
PCDV	103	small	615
SCDV	96	small	164
TPDV	104	small	200
KSDV	103	small	3
SLDV	103	small	413
CHDV	90	summary	287
TPDV	103	small	783
PCDV	104	small	550
TPDV	102	small	2547
SCDV	94	small	472
SCDV	96	small	30
SLDV	102	small	583
TPDV	103	small	822
SCDV	99	small	69
KSDV	103	summary	2450
TPDV	101	small	820
TNDV	93	small	1783
CHDV	100	summary	290
TYDV	99	summary	1377
TPDV	98	small	2252
SLDV	95	suit	283
SLDV	104	small	220
TPDV	101	small	1938
TPDV	97	small	1368
TPDV	104	small	74
PCDV	102	small	356
PCDV	101	small	1326
CYDV	104	small	32
CYDV	98	small	442
PCDV	93	small	874
TCDV	94	small	1170
TPDV	98	small	3015
TPDV	90	small	372
TYDV	98	small	753
CHDV	102	summary	123
TCDV	103	small	276
TPDV	101	small	3008
KLDV	91	small	309
SLDV	99	small	1549
PCDV	100	small	63
TCDV	102	small	2104
TCDV	96	small	3202
TPDV	92	small	1569
TNDV	95	small	1358
TYDV	103	small	898
MLDV	93	summary	531
TCDV	104	small	900
TCDV	99	small	2068
TPDV	96	small	429
SLDV	99	small	36
TNDV	98	small	996
NTDV	99	small	22
TCDV	101	small	328
TYDV	98	small	1621
PCDV	102	small	1952
TCDV	102	small	2912
SLDV	98	small	611
KSDV	101	summary	586
TPDV	103	small	390
TCDV	93	suit	886
TCDV	103	small	1985
TCDV	92	small	270
KSDV	100	small	1542
TCDV	103	small	1578
KSDV	100	small	173
PCDV	103	small	1445
TPDV	97	small	1872
TPDV	98	small	1303
TYDV	97	insurance	43
TPDV	92	small	2946
PCDV	93	small	2566
CYDV	92	small	645
KSDV	94	small	2714
SLDV	102	small	675
SLDV	101	small	478
TCDV	92	small	156
TYDV	97	insurance	25
TPDV	98	small	2381
TCDV	92	small	157
SCDV	102	small	343
TCDV	103	small	669
TCDV	97	small	1449
KSDV	103	summary	1424
KSDV	97	summary	1749
CHDV	102	summary	157
MLDV	98	small	72
TCDV	96	small	5400
TYDV	94	small	572
SLDV	104	small	383
TCDV	102	small	857
PCDV	92	small	2479
TCDV	97	small	3713
PCDV	101	summary	1020
SLDV	104	small	6
PCDV	102	small	870
SLDV	95	small	159
SLDV	97	small	1009
KSDV	104	small	3
SCDV	99	small	187
NTDV	104	small	86
HLDV	92	small	246
TCDV	93	small	940
TPDV	99	small	277
KSDV	97	small	247
CHDV	102	small	102
SCDV	102	small	127
CHDV	98	insurance	25
KSDV	99	small	1945
KSDV	94	small	1406
CHDV	95	small	113
CHDV	95	small	435
CYDV	103	small	551
SCDV	94	small	367
CHDV	100	small	326
TYDV	99	small	1318
KSDV	95	small	454
TYDV	93	small	1346
TPDV	98	small	3125
KSDV	95	suit	1757
HLDV	103	small	114
TYDV	99	insurance	29
SCDV	104	small	195
TPDV	103	small	1613
KSDV	95	insurance	5
PCDV	96	small	3843
TCDV	102	small	1582
TCDV	101	small	1461
SCDV	102	small	408
TPDV	102	small	2223
TCDV	89	suit	2326
KSDV	103	small	1264
SLDV	95	small	479
TNDV	100	small	461
TCDV	100	small	359
TYDV	98	insurance	28
TYDV	98	small	128
PCDV	95	small	1688
TCDV	104	small	804
PCDV	98	small	1140
TYDV	90	small	413
ILDV	104	small	35
TCDV	103	small	411
TYDV	99	insurance	17
SLDV	95	small	325
TYDV	97	insurance	9
TPDV	92	small	23
PCDV	100	suit	119
TPDV	100	small	1254
KSDV	96	insurance	17
ILDV	93	small	155
SLDV	103	small	318
SCDV	103	small	89
MLDV	99	summary	329
TYDV	95	small	779
TPDV	103	small	2092
TCDV	99	small	267
TTDV	97	small	9
SLDV	102	small	193
TCDV	95	small	4730
TPDV	100	small	106
TCDV	91	small	483
TPDV	94	small	1283
TPDV	94	small	1652
SLDV	101	small	771
NTDV	102	small	97
HLDV	99	small	193
TPDV	97	small	4014
